doi,title,first_author,year,journal,cited_by_count,cit_per_year,score,is_institutional_report
10.7910/dvn/wcu8yj,Replication Data for: Leveraging Private Capital for Climate Mitigation: Evidence from the Clean Development Mechanism.,Patrick Marcoux Bayer,2018.0,Harvard Dataverse,0.0,0.0,0.074,False
10.2991/icseal-18.2018.40,Sustainable leadership and the development of lgreenr economy in the European Union,Maria A. Gureva,2018.0,,0.0,0.0,0.074,False
10.17528/cifor/007415,"Les financements pour les forêts dans les pays de la COMIFAC: Cartographie des flux de financement globaux, français et allemands destinés au soutien du secteur forestier et environnemental en Afrique centrale",C. A. Boone,2019.0,Center for International Forestry Research (CIFOR) eBooks,0.0,0.0,0.074,False
10.17632/njmjf9sxcw.1,Data for: Bureaucratic Politics and The Allocation of Climate Finance,Lauri Peterson,2019.0,,0.0,0.0,0.074,False
10.1787/920b1670-en,Climate finance for SMEs in Georgia,OECD,2019.0,Green finance and investment,0.0,0.0,0.074,True
10.22004/ag.econ.26302,Developing Country Participation: The Kyoto-Marrakech Politics,Agus P. Sari,2005.0,,0.0,0.0,0.074,False
10.18174/472613,Carbon markets under the Paris Agreement: how can environmental integrity be ensured?,Lambert Schneider,2019.0,,0.0,0.0,0.074,False
10.18235/0001632,2017 IDBG Climate Finance Data,Rossemary Yurivilca,2019.0,,0.0,0.0,0.074,False
10.18235/0001954,2016 IDBG Climate Finance Data,Rossemary Yurivilca,2019.0,,0.0,0.0,0.074,False
10.18235/0001955,2018 IDBG Climate Finance Data,Rossemary Yurivilca,2019.0,,0.0,0.0,0.074,False
10.18356/1aa484c1-en,Commodity sector strategies for climate change mitigation and adaptation,United Nations Conference on Trade and Development,2019.0,Commodities and development report ...,0.0,0.0,0.074,False
10.4018/979-8-3373-0624-7.ch006,Mobilizing Private Sector Investments in Climate Finance,Saavi Sharma,2025.0,,0.0,0.0,0.074,False
10.1051/e3sconf/201912203003,A Review of Power Infrastructure Financing: The Brazil and India Approach,Kasenge Mathe,2019.0,E3S Web of Conferences,0.0,0.0,0.074,False
10.7916/d8n88t6b,Human Rights and Article 6 of the Paris Agreement: Ensuring Adequate Protection of Human Rights in the SDM and ITMO Frameworks,Romany Webb,2018.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.4324/9781003565185-19,Sustainable Finance and Biodiversity Protection,Luisa Nenci,2025.0,,0.0,0.0,0.074,False
10.20944/preprints202507.0179.v2,Prospects for an Effctive Voluntary Carbon Market to Reduce Enviromental Impacts and Support Sustainable Agroforestry Practices,Carolina Leite,2025.0,Preprints.org,0.0,0.0,0.074,False
10.3790/vjh.74.2.217,An Analysis of Alternative Emission Trading Strategies of Parties to the Kyoto Protocol,Leo Schrattenholzer,2005.0,Vierteljahrshefte zur Wirtschaftsforschung,0.0,0.0,0.074,False
10.5445/ksp/1000003546,"Current development of Green IPPs: experiences, challenges, and strategies. Workshop of the EC-ASEAN Green Independent Power Producers Network, 15th of Sept., 2005 in Karlsruhe",Anke Eßer,2005.0,Repository KITopen (Karlsruhe Institute of Technology),0.0,0.0,0.074,False
10.21203/rs.3.rs-5768592/v1,An integrity assessment of global forest carbon offset projects,Da Zhang,2025.0,,0.0,0.0,0.074,False
10.6084/m9.figshare.6489935,State of research on carbon sequestration in Bangladesh: a comprehensive review,Sahadeb Chandra Majumder,2018.0,Figshare,0.0,0.0,0.074,False
10.21203/rs.3.rs-5902685/v1,WITHDRAWN: Tracking international development assistance on a global scale and achieving reliable and standardised estimations of bilateral funding for climate-related initiatives through the application of machine learning algorithms,Meenal Badki,2025.0,,0.0,0.0,0.074,False
10.21203/rs.3.rs-6062326/v1,Does Climate Finance Achieve Its Goals in Developing Countries? An Econometric Assessment of Mitigation and Adaptation Outcomes.,Bolin Wei,2025.0,,0.0,0.0,0.074,False
10.21203/rs.3.rs-6272252/v1,"Dual Challenges, Shared Wins: Unlocking Climate Financing for Nutrition",Chiara Dell’Aira,2025.0,,0.0,0.0,0.074,False
10.1007/s40899-026-01323-x,How “green” initiatives deepen a global freshwater crisis,Alberto Boretti,2026.0,Sustainable Water Resources Management,0.0,0.0,0.074,False
10.1596/42483,Tanzania Country Climate and Development Report,World Bank Group,2024.0,World Bank,,0.0,0.074,True
10.1596/42561,"Indonesia Economic Prospects, December 2024",World Bank,2024.0,World Bank,,0.0,0.074,True
10.1596/43400,To Phase Down,World Bank,2024.0,World Bank,,0.0,0.074,True
10.20944/preprints202504.1331.v1,"Determinants of Renewable Energy Investment: An Integrated Analysis of ESG, Geopolitical Risk, and Finance",Henry Onomakpo Onomakpo,2025.0,Preprints.org,0.0,0.0,0.074,False
10.20944/preprints202504.1530.v1,Potential Financing Mechanisms for Green Hydrogen Development in Sub-Saharan Africa,Katundu Imasiku,2025.0,Preprints.org,0.0,0.0,0.074,False
10.3763/cpol.2005.0516,Developing institutions for the clean development mechanism (CDM): African perspectives,Harald Winkler,2005.0,Climate Policy,0.0,0.0,0.074,False
10.13025/30136,"Gender and NDCs: Country progress and key findings, 24-26 April, Nairobi, Kenya",Una Murray,2019.0,New Trends in Mathematical Science,0.0,0.0,0.074,False
10.1353/trn.2019.0007,The Climate Crisis: South African and global democratic eco-socialist alternatives ed. by Vishwas Satgar,David Hallowes,2019.0,Transformation,0.0,0.0,0.074,False
10.1007/s12053-026-10411-y,Creating green shared value: How energy-efficient technologies are transferred across borders through clean development mechanism and international cooperation,Su-Yol Lee,2026.0,Energy Efficiency,0.0,0.0,0.074,False
10.52295/dcc.6683,Urban Transit-Oriented Development in Costa Rica: A Study of International Climate Finance and Partnerships,Malia Rivera,2024.0,,0.0,0.0,0.074,False
10.47191/ijmra/v7-i02-21,The Exponential-based Carbon Credit Cap in Carbon Cap-and-Trade Markets,Fidelis Mukudi,2024.0,INTERNATIONAL JOURNAL OF MULTIDISCIPLINARY RESEARCH AND ANALYSIS,0.0,0.0,0.074,False
10.52783/jier.v4i3.1556,Analysis of Green Financing Incentives in Indian Banking Sector from Banks' Viewpoint,Anand Joshi,2024.0,Journal of Informatics Education and Research,0.0,0.0,0.074,False
10.1515/9783111590486-004,45Chapter 3 A Compass to Guide Climate Finance Integrity,Dileimy Orozco,2025.0,,0.0,0.0,0.074,False
10.3726/978-3-653-01066-4_1,"The International Climate Regime, its Clean Development Mechanism (CDM) and the Link to Rural Development",Sebastian M. Scholz,2018.0,Peter Lang eBooks,0.0,0.0,0.074,False
10.3929/ethz-b-000283429,"Swap bonds or stocks, or balance trade! A game of implicit environmental policy",Hagen Schwerin,2018.0,Repository for Publications and Research Data (ETH Zurich),0.0,0.0,0.074,False
10.4233/uuid:b6eebef5-f519-4921-9d55-54c85aff3992,Funding Sustainable Cities in China,Changjie Zhan,2018.0,Data Archiving and Networked Services (DANS),0.0,0.0,0.074,False
10.4324/9781315065816-9,Value and risks of expiring carbon credits from afforestation and reforestation projects under the CDM,Dutschke Michael,2018.0,Climate Policy,0.0,0.0,0.074,False
10.4324/9781315104980-11,Climate diplomacy and the UNFCCC institutions,Laura Hanning Scarborough,2018.0,,0.0,0.0,0.074,False
10.1596/978-1-4648-2060-1,Finance and Prosperity 2024,World Bank,2024.0,World Bank,,0.0,0.074,True
10.20944/preprints202501.0485.v1,Leveraging Java Programming for Climate Action: Developing a Solution to Address Air Quality and Sustainable Development Goal 13,M.R. Aziz,2025.0,Preprints.org,0.0,0.0,0.074,False
10.4324/9781315227924-9,Performativity in the Green Economy: how far does climate finance create a fictive economy?,Sarah Bracking a b,2018.0,,0.0,0.0,0.074,False
10.4324/9781315537689-13,The inter-relationship between climate finance and climate justice in the UNFCCC,Tessa Sheridan,2018.0,,0.0,0.0,0.074,False
10.2139/ssrn.3223602,Making the Grade: Impacts of Sustainability Assessments on Project Approvals in the Global Carbon Offset Market,Hans Rawhouser,2018.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.4324/9781315745985-5,Certified forest products and services,Lucio Brotto,2018.0,,0.0,0.0,0.074,False
10.11588/heidok.00006973,Klimaschutz und Kyoto-Protokoll : Konferenz von Nairobi; Ergebnisse; Was folgt ?,Michael W. Pletsch,2006.0,heiDOK (Heidelberg University),0.0,0.0,0.074,False
10.1007/978-3-030-31125-4_27,Sensor-Enabled Climate Financing for Clean Cooking,Nithya Ramanathan,2020.0,,0.0,0.0,0.074,False
10.1007/978-3-030-40712-4_3,Promise and Peril of Big Finance,Gayle Peterson,2020.0,Palgrave studies in impact finance,0.0,0.0,0.074,False
10.4324/9781315212470-12,Low-carbon market opportunities and a brief discussion on lessons learned from the Adaptation Fund,Andrea Ferraz Young,2018.0,,0.0,0.0,0.074,False
10.3406/ecofi.2006.4424,The main challenges after Kyoto,Aurélie Vieillefosse,2006.0,Revue d économie financière (English ed ),0.0,0.0,0.074,False
10.3406/ecofi.2006.4428,CO2 markets in Europe and the US : Comparative overview,Jean-François Conil-Lacoste,2006.0,Revue d économie financière (English ed ),0.0,0.0,0.074,False
10.58837/chula.the.2006.929,Transaction cost reduction for small-scale Clean Development Mechanism (CDM) Projects in Thailand,Sirpa Salmela,2006.0,,0.0,0.0,0.074,False
10.7819/rbgn.v8i21.63,Carbon Credit: a Case Study at the NovaGerar Company,João Bosco Segreti,2006.0,Americanae (AECID Library),0.0,0.0,0.074,False
10.52637/kiid.1520156,Environmental Impact Sukuk: A Proposal for Environmental Sustainability,Ahmet Ulusoy,2024.0,Kocatepe İslami İlimler Dergisi,0.0,0.0,0.074,False
10.1201/9781003568988-8,Optimizing the blockchain-based platforms for carbon trading to enhance digital economic sustainability,Sonali Srivastava,2025.0,,0.0,0.0,0.074,False
10.1201/9781003644378,Climate Finance in Africa and Developing Countries,Meseret Dawit Teweldebrihan,2025.0,,0.0,0.0,0.074,False
10.1201/9781003684657-70,The Role of Sustainable Finance in Climate Resilience: Current Approaches and Knowledge Gaps,Sireesha Nanduri,2025.0,,0.0,0.0,0.074,False
10.46830/wriwp.23.00145,Access to Climate Finance in Low- and Middle-Income Countries: 14 Case Studies for the Transport Sector,Yiqian Zhang,2024.0,,0.0,0.0,0.074,False
10.12685/bigwp.2025.61.1-65,Working Paper 61: Saplings of hope,Sophie Lemaître,2025.0,Basel Institute on Governance Working Papers,0.0,0.0,0.074,False
10.12928/fokus.v15i2.13273,Integrating climate finance and disaster-triggered instruments for climate resilience: A systematic review,Axel Giovanni,2025.0,Jurnal Fokus Manajemen Bisnis,0.0,0.0,0.074,True
10.12958/1817-3772-2025-4(82)-68-73,Product Carbon Footprint (PCF) in the system of investment attractiveness assessment of export-oriented enterprises,Dmytro Donets,2025.0,Economic Herald of the Donbas,0.0,0.0,0.074,False
10.13140/rg.2.2.10163.49444,"Article Climate Finance, Renewable Energy, and Sectoral Emissions in Sub-Saharan Africa","Bawuah, Isaac",2025.0,,0.0,0.0,0.074,False
10.1109/tdcla.2006.311395,Investments in Clean Development Mechanism Projects in Latin America and Diversification of the Regional Electrical Energy Matrix,C. De B. Camargo,2006.0,,0.0,0.0,0.074,False
10.1002/9781119402619.index,Index,Thomas Walker,2020.0,,0.0,0.0,0.074,False
10.2991/icsshe-18.2018.9,Analysis on the Legal Regulation of Green Finance Development from the Perspective of Ecological Civilization,Hongji Wang,2018.0,Proceedings of the 2018 4th International Conference on Social Science and Higher Education (ICSSHE 2018),0.0,0.0,0.074,False
10.11648/j.ijeee.20251002.14,Theoretical Insights into the Economics of Climate Change and Environmental Policy,Tesfay Abrha,2025.0,International Journal of Economy Energy and Environment,0.0,0.0,0.074,False
10.12677/sd.2025.155138,Green Shipping Transformation Driven by Carbon Finance,梦情 崔,2025.0,Sustainable Development,0.0,0.0,0.074,False
10.23661/bp21.2018,Boosting non-state climate action in the European Union,Sander Chan,2018.0,Econstor (Econstor),0.0,0.0,0.074,False
10.24818/rmci.2018.3.274,Climate Change and the Absence of an International Investment Organization,Hilmar HILMARSSON,2018.0,Review of International Comparative Management,0.0,0.0,0.074,False
10.24970/bhl.v3i1.70,PERMASALAHAN DALAM PELAKSANAAN TIGA MEKANISME FLEKSIBEL DALAM PROTOKOL KYOTO,Heidy Jane,2018.0,Bina Hukum Lingkungan,0.0,0.0,0.074,False
10.25236/ecomhs.2018.086,Transformation Path of International Trade Model under Low Carbon Economy Environment,Tao Wan,2018.0,,0.0,0.0,0.074,False
10.25560/83000,Voluntary carbon offsetting and its contribution to sustainable development,Tan Loh,2018.0,Spiral (Imperial College London),0.0,0.0,0.074,False
10.25911/5d4d4e5aeb4e6,Three essays in trade in environmental goods of APEC members: an exploratory analysis,Thi Thu Huong Tran,2018.0,,0.0,0.0,0.074,False
10.26512/2018.tcc.20970,Clean development mechanism : um estudo bibliométrico,Natalia Lopes dos Santos,2018.0,,0.0,0.0,0.074,False
10.26512/abyayala.v2i1.10699,The privatization of environmental discourse,Osvaldo Jordán,2018.0,Abya-yala Revista sobre Acesso à Justiça e Direitos nas Américas,0.0,0.0,0.074,False
10.1007/978-3-030-42091-8_178-1,Africa–European Union Climate Change Partnership,Oluwole Olutola,2020.0,,0.0,0.0,0.074,False
10.4324/9781351281683-18,Rent sharing in the Clean Development Mechanism,Christophe De Gouvello,2018.0,,0.0,0.0,0.074,False
10.4337/9781786433350.00025,Review of questions,Catherine Malecki,2018.0,,0.0,0.0,0.074,False
10.47119/ijrp1004152018115,POTENTIAL OF ELECTRICITY GENERATION FROM A COMMUNITY BIOGAS PLANT FOR RURAL DEVELOPMENT,Saurabh Joshi,2018.0,International Journal of Research Publications,0.0,0.0,0.074,False
10.48207/23181818/qb0803,Quarterly Brief – International Sustainable and Climate Finance: Where are we and which is the role of China on this?,Alice Amorin,2018.0,,0.0,0.0,0.074,False
10.48550/arxiv.1804.08021,Planetary boundaries of consumption growth: Declining social discount\n rates,Victor E. Gluzberg,2018.0,arXiv (Cornell University),0.0,0.0,0.074,False
10.20944/preprints202507.2218.v1,Measuring The Combining Effects of Technological Innovation and Green Finance on Economic Efficiency: Quantile Analysis Across Emerging Economies,Peian Lv,2025.0,Preprints.org,0.0,0.0,0.074,False
10.2118/225498-ms,Committed Oil: Unlocking USD 300 Billion+ with Resource-Backed Loans (RBLs),Julia Paletta,2025.0,,0.0,0.0,0.074,False
10.21201/2025.000053,"Fast, Fair, Funded and Feminist: A pathway to a just and transformative climate transition within and beyond the UK",Natalie Shortall,2025.0,,0.0,0.0,0.074,False
10.26540/ijgsr.v5.i1.2018.86,"Clean Development Mechanism in Indian Agriculture Sector: Benefits, Current Status, and Challenges",Archana Dash,2018.0,International Journal of Global Science Research,0.0,0.0,0.074,False
10.1007/978-3-030-42091-8_18-1,Livestock Breeders’ Adaptation to Climate Variability and Change in Morocco’s Arid Rangelands,Wadii Snaibi,2020.0,,0.0,0.0,0.074,False
10.5216/rfd.v42i1.36236,O mercado de créditos de carbono e a possibilidade de fomento mediante incentivos fiscais,André Folloni,2018.0,Revista da Faculdade de Direito da UFG,0.0,0.0,0.074,False
10.5821/dissertation-2117-121042,A methodology and a mathematical model for reducing greenhouse gas emissions through the suppply chain redesign,Carola Pinto Taborga,2018.0,,0.0,0.0,0.074,False
10.5937/vojdelo1801156m,Disaster risk monitoring in risk management policy,Miroslav Miškić,2018.0,Vojno delo,0.0,0.0,0.074,False
10.6027/anp2018-829,Climate action in Peru,Tim Bird,2018.0,Nordic Council of Ministers eBooks,0.0,0.0,0.074,False
10.4324/9781315227924-1,"The Green Economy in the global South: experiences, redistributions and resistance",Dan Brockington a,2018.0,,0.0,0.0,0.074,False
10.15406/apar.2018.08.00351,Corporate carbon footprints: evaluating climate responsibility of six corporations,Appachanda Thimmaiah,2018.0,Advances in Plants & Agriculture Research,0.0,0.0,0.074,False
10.15531/ksccr.2018.9.2.181,Legal and Policy Tasks for Raising a Climate Fund in Response to a New Climate Regime,Ji Sun Ku,2018.0,Journal of Climate Change Research,0.0,0.0,0.074,False
10.14207/ejsd.2018.v7n1p307,TOWARDS SUSTAINABLE PRODUCTION: THE CASE OF THE MANUFACTURING INDUSTRY IN COLOMBIA AND MÉXICO,Mariana Hernández González,2018.0,European Journal of Sustainable Development,0.0,0.0,0.074,False
10.1596/30611,Low Carbon Cities,World Bank Group,2018.0,"World Bank, Washington, DC eBooks",0.0,0.0,0.074,True
10.17141/mundosplurales.2.2018.3408,Tackling fragmentation of climate and biodiversity regimes complexes: the role ecosystem services and payment for environmental services : the role ecosystem services and payment for environmental services,Marie Hrabanski,2018.0,Mundos Plurales - Revista Latinoamericana de Políticas y Acción Pública,0.0,0.0,0.074,False
10.1787/9789264287648-graph2-en,Small island developing states were hit the hardest by the global financial crisis,L Ababouch,2018.0,,0.0,0.0,0.074,False
10.2991/isss-18.2018.116,Research on International Carbon Trading Game Behavior,Ming Zeng,2018.0,Proceedings of the 4th International Symposium on Social Science (ISSS 2018),0.0,0.0,0.074,False
10.2991/meess-18.2018.50,Research on the International Carbon Emission Trading Mechanism,Ming Zeng,2018.0,"Proceedings of the 2018 International Conference on Management, Economics, Education and Social Sciences (MEESS 2018)",0.0,0.0,0.074,False
